,mintemp,maxtemp,prcpann,temprang,rwsaetswbs,raetcwd,prcpsum,pdaetswb,pcseas,cumlswb,rwsaet,rswbaet,rpetaet,prcpwin,prcpspr,prcpfal,pdwsaetswb,mxtmpwin,mxtmpsum,mxtmpspr,mxtmpfal,mntmpwin,mntmpsu,mntmpspr,mntmpfal,cumlws,cumlpet,cumlcwd,cumlaet,monsoon
ind_85,-6.61104,32.3387,223.697,38.6604,0.741723,0.332103,26.4982,116.218,0.456171,19.7494,1.06768,0.122679,4.07339,85.7538,67.6723,43.7729,15.8805,5.80831,29.9071,14.1373,18.4244,-5.81506,11.0901,1.04266,6.25141,173.65,658.699,658.699,496.181,0.093243152
ind_86,-6.61104,32.3387,223.697,38.6604,0.741723,0.332103,26.4982,116.218,0.456171,19.7494,1.06768,0.122679,4.07339,85.7538,67.6723,43.7729,15.8805,5.80831,29.9071,14.1373,18.4244,-5.81506,11.0901,1.04266,6.25141,173.65,658.699,658.699,496.181,0.093243152
ind_87,-6.61104,32.3387,223.697,38.6604,0.741723,0.332103,26.4982,116.218,0.456171,19.7494,1.06768,0.122679,4.07339,85.7538,67.6723,43.7729,15.8805,5.80831,29.9071,14.1373,18.4244,-5.81506,11.0901,1.04266,6.25141,173.65,658.699,658.699,496.181,0.093243152
ind_88,-6.61104,32.3387,223.697,38.6604,0.741723,0.332103,26.4982,116.218,0.456171,19.7494,1.06768,0.122679,4.07339,85.7538,67.6723,43.7729,15.8805,5.80831,29.9071,14.1373,18.4244,-5.81506,11.0901,1.04266,6.25141,173.65,658.699,658.699,496.181,0.093243152
ind_89,-6.61104,32.3387,223.697,38.6604,0.741723,0.332103,26.4982,116.218,0.456171,19.7494,1.06768,0.122679,4.07339,85.7538,67.6723,43.7729,15.8805,5.80831,29.9071,14.1373,18.4244,-5.81506,11.0901,1.04266,6.25141,173.65,658.699,658.699,496.181,0.093243152
ind_90,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_91,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_92,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_93,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_94,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_95,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_96,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_97,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_98,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_99,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_100,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_101,-6.96184,28.0619,468.831,34.9235,0.359145,0.916856,32.457,74.8037,0.658656,277.502,1.32276,1.09998,2.10659,222.738,112.618,101.018,40.4463,5.78963,26.1128,11.5237,16.4526,-6.62791,7.0865,-1.76017,2.01641,323.966,534.182,534.182,280.66,0.080924585
ind_102,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_103,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_104,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_105,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_106,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_107,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_108,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_109,-4.99904,32.2591,179.178,37.1,0.662265,0.259958,20.4608,95.8587,0.475494,18.0952,1.07249,0.125288,4.92402,72.2426,48.9338,37.5405,13.4174,7.185,30.126,14.9268,18.943,-4.29919,12.0844,2.2366,9.34378,153.689,697.681,697.681,555.448,0.112749986
ind_110,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_111,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_112,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_113,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_114,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_115,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_116,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_117,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_118,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_119,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_120,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_121,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_122,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_123,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_124,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_125,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_126,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_127,-8.63064,26.1535,864.818,34.9294,0.612777,1.74543,38.3965,79.0882,0.747055,517.754,1.86815,1.89366,1.6216,428.311,224.095,174.016,118.352,5.64264,24.5733,10.5256,16.0261,-8.09044,4.38834,-3.1758,-4.8887,515.715,440.816,440.816,167.069,0.046666998
ind_128,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_129,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_130,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_131,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_132,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_133,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_134,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_135,-7.88987,24.6091,942.839,32.8893,0.758008,1.57827,41.8309,121.121,0.717165,197.584,2.21096,0.748297,1.70813,461.395,245.432,194.181,284.239,5.1527,23.5159,10.0253,15.1209,-7.25487,6.48557,-2.95901,0.192949,553.393,451.253,451.253,184.754,0.056497369
ind_136,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_137,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_138,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_139,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_140,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_141,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_142,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_143,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_144,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_145,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_146,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_147,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_148,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_149,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_150,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_151,-6.80984,28.1459,316.279,35.1201,0.797519,0.627518,41.5772,97.4374,0.42635,78.3564,1.15802,0.407705,2.61936,114.179,93.9367,66.5854,35.8037,4.92326,26.4209,11.663,16.2593,-6.43698,6.51217,-1.54192,-0.626414,221.589,502.188,502.188,309.875,0.116372645
ind_152,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_153,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_154,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_155,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_156,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_157,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_158,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_159,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_160,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_161,-4.86424,28.6847,378.869,33.6424,0.645929,0.579841,22.9273,91.0336,0.752258,165.687,1.24528,0.711458,2.73064,195.898,86.5264,73.5181,57.3348,5.81259,26.916,12.0026,16.8932,-4.37527,11.2225,1.18096,10.6758,292.609,634.834,634.834,401.99,0.066870779
ind_162,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_163,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_164,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_165,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_166,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_167,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_168,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_169,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_170,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_171,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_172,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_173,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_174,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
ind_175,-8.28947,29.4443,235.193,37.8643,0.93273,0.539486,50.6297,138.751,0.23382,22.8226,1.00575,0.122048,2.87937,56.1358,79.2293,49.1977,10.3136,5.31499,27.4148,11.6316,16.386,-7.90643,8.80964,-1.14739,0.41763,187.096,535.217,535.217,348.901,0.208955243
