"Latitude" "Longitude" "Elevation" "mintemp" "maxtemp" "prcpann" "temprang" "rwsaetswbs" "raetcwd" "prcpsum" "pdaetswb" "pcseas" "cumlswb" "rwsaet" "rswbaet" "rpetaet" "prcpwin" "prcpspr" "prcpfal" "pdwsaetswb" "mxtmpwin" "mxtmpsum" "mxtmpspr" "mxtmpfal" "mntmpwin" "mntmpsu" "mntmpspr" "mntmpfal" "cumlws" "cumlpet" "cumlcwd" "cumlaet"
"ind_159" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_160" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_161" 39.38361 -119.63833 1788 -4.86424 28.6847 378.869 33.6424 0.645929 0.579841 22.9273 91.0336 0.752258 165.687 1.24528 0.711458 2.73064 195.898 86.5264 73.5181 57.3348 5.81259 26.916 12.0026 16.8932 -4.37527 11.2225 1.18096 10.6758 292.609 634.834 634.834 401.99
"ind_162" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_163" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_164" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_165" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_166" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_167" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_168" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_169" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_170" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_171" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_172" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_173" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_174" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_175" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_176" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_177" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_178" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_179" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_180" 38.86889 -117.59611 2097 -8.28947 29.4443 235.193 37.8643 0.93273 0.539486 50.6297 138.751 0.23382 22.8226 1.00575 0.122048 2.87937 56.1358 79.2293 49.1977 10.3136 5.31499 27.4148 11.6316 16.386 -7.90643 8.80964 -1.14739 0.41763 187.096 535.217 535.217 348.901
"ind_181" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_182" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_183" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_184" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_185" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_186" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_187" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_188" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_189" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_190" 38.89222 -117.7775 2074 -8.35912 29.5403 228.498 37.7728 0.876385 0.484046 47.5325 132.535 0.233382 20.6965 1.02988 0.117022 3.07081 56.2016 77.0072 47.7562 10.5184 5.45084 27.4087 11.6883 16.2701 -7.97185 8.63865 -1.58101 -0.299929 181.558 540.943 540.943 364.747
"ind_191" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_192" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_193" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_194" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_195" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_196" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_197" 40.82417 -120.73944 1676 -8.82424 28.1551 317.861 37.4396 0.738085 0.635732 28.9807 57.3768 0.487937 123.866 1.16822 0.700291 2.5768 121.39 95.2363 72.2545 26.5962 4.93978 26.3189 11.012 16.4485 -8.5108 4.88797 -2.95385 -4.99478 206.847 455.044 455.044 278.32
"ind_198" 41.91611 -122.57278 710 -3.20744 32.0437 415.835 35.201 0.121336 0.806746 33.6662 135.442 0.656855 262.444 1.17708 0.806783 2.25108 190.464 98.2687 93.4364 38.2762 8.45037 30.0781 15.6988 19.962 -2.81377 9.80818 1.82981 8.49059 387.035 730.419 730.419 405.343
"ind_199" 41.91611 -122.57278 710 -3.20744 32.0437 415.835 35.201 0.121336 0.806746 33.6662 135.442 0.656855 262.444 1.17708 0.806783 2.25108 190.464 98.2687 93.4364 38.2762 8.45037 30.0781 15.6988 19.962 -2.81377 9.80818 1.82981 8.49059 387.035 730.419 730.419 405.343
"ind_200" 41.91611 -122.57278 710 -3.20744 32.0437 415.835 35.201 0.121336 0.806746 33.6662 135.442 0.656855 262.444 1.17708 0.806783 2.25108 190.464 98.2687 93.4364 38.2762 8.45037 30.0781 15.6988 19.962 -2.81377 9.80818 1.82981 8.49059 387.035 730.419 730.419 405.343
"ind_201" 41.91611 -122.57278 710 -3.20744 32.0437 415.835 35.201 0.121336 0.806746 33.6662 135.442 0.656855 262.444 1.17708 0.806783 2.25108 190.464 98.2687 93.4364 38.2762 8.45037 30.0781 15.6988 19.962 -2.81377 9.80818 1.82981 8.49059 387.035 730.419 730.419 405.343
"ind_202" 41.91611 -122.57278 710 -3.20744 32.0437 415.835 35.201 0.121336 0.806746 33.6662 135.442 0.656855 262.444 1.17708 0.806783 2.25108 190.464 98.2687 93.4364 38.2762 8.45037 30.0781 15.6988 19.962 -2.81377 9.80818 1.82981 8.49059 387.035 730.419 730.419 405.343
"ind_203" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_204" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_205" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_206" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_207" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_208" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_209" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_210" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_211" 40.69222 -121.41972 1307 -5.70224 29.3331 525.165 34.7604 0.546362 1.00548 39.2313 128.568 0.582809 235.445 1.37526 0.750667 2.02758 228.096 155.755 102.083 91.7991 6.6209 27.4746 12.9915 18.1157 -4.91651 8.23337 0.320674 4.33769 411.386 608.041 608.041 305.545
"ind_212" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_213" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_214" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_215" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_216" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_217" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_218" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_219" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_220" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_221" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_222" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_223" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_224" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_225" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_226" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_227" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_228" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_229" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_230" 37.035 -112.7342 1805 -7.72744 32.0619 397.736 39.7798 0.818169 0.774635 83.5597 162.225 0.341399 100.485 1.07497 0.328861 2.29156 130.034 92.9859 91.1563 40.4272 7.7239 30.4827 15.5442 19.7276 -6.91667 11.3821 0.396615 6.65567 326.91 700.069 700.069 394.548
"ind_231" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_232" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_233" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_234" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_235" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_236" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_237" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_238" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_239" 39.39667 -115.46861 2266 -9.68744 28.0575 325.975 37.7301 0.902553 0.768329 57.6295 125.986 0.238749 61.9372 1.08817 0.295552 2.30588 89.9221 106.2 72.2233 33.5971 3.43838 26.1273 9.97714 14.836 -9.1692 8.69225 -2.58188 -0.790993 228.194 484.148 484.148 274.076
"ind_240" 39.18722 -114.71778 2170 -11.71584 28.227909 337.472107 40.109261 0.902004 0.891502 63.660912 138.526505 0.20788 63.448219 1.050675 0.292555 2.130581 93.612122 102.699501 77.49958 34.919399 3.119139 26.422569 10.16938 14.90831 11.10086 7.650266 -3.611413 -5.840241 227.122299 459.528412 459.528412 243.685394
"ind_241" 39.18722 -114.71778 2170 -11.71584 28.227909 337.472107 40.109261 0.902004 0.891502 63.660912 138.526505 0.20788 63.448219 1.050675 0.292555 2.130581 93.612122 102.699501 77.49958 34.919399 3.119139 26.422569 10.16938 14.90831 11.10086 7.650266 -3.611413 -5.840241 227.122299 459.528412 459.528412 243.685394
"ind_242" 39.18722 -114.71778 2170 -11.71584 28.227909 337.472107 40.109261 0.902004 0.891502 63.660912 138.526505 0.20788 63.448219 1.050675 0.292555 2.130581 93.612122 102.699501 77.49958 34.919399 3.119139 26.422569 10.16938 14.90831 11.10086 7.650266 -3.611413 -5.840241 227.122299 459.528412 459.528412 243.685394
"ind_243" 39.18722 -114.71778 2170 -11.71584 28.227909 337.472107 40.109261 0.902004 0.891502 63.660912 138.526505 0.20788 63.448219 1.050675 0.292555 2.130581 93.612122 102.699501 77.49958 34.919399 3.119139 26.422569 10.16938 14.90831 11.10086 7.650266 -3.611413 -5.840241 227.122299 459.528412 459.528412 243.685394
